index,artist_name,track_name,danceability,energy,key,loudness,speechiness,accousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_date
416,EXO,Obsession,0.704,0.729,7,-3.851,0.0624,0.0024,0,0.218,0.71,129.992,203520,2019-11-27
417,EXO,Trouble,0.572,0.8,7,-4.421,0.137,0.321,0,0.511,0.767,76.022,197227,2019-11-27
418,EXO,Jekyll,0.721,0.57,11,-3.759,0.0567,0.438,0,0.0975,0.472,99.988,221267,2019-11-27
419,EXO,Groove,0.628,0.801,0,-4.744,0.0416,0.287,1.22e-06,0.0903,0.44,98.022,208613,2019-11-27
420,EXO,Ya Ya Ya,0.369,0.772,1,-4.049,0.3,0.0573,0,0.325,0.491,205.177,222040,2019-11-27
421,EXO,Baby You Are,0.768,0.778,11,-6.184,0.0728,0.118,0,0.202,0.784,107.935,178920,2019-11-27
422,EXO,Non Stop,0.729,0.887,7,-3.28,0.0631,0.303,0,0.232,0.602,116.006,204240,2019-11-27
423,EXO,Day After Day,0.397,0.675,1,-4.925,0.112,0.277,0,0.0874,0.452,102.941,222333,2019-11-27
424,EXO,Butterfly Effect,0.684,0.842,4,-4.637,0.0778,0.232,0,0.0721,0.669,104.003,190360,2019-11-27
425,EXO,Obsession - Chinese Version,0.688,0.739,7,-3.823,0.0559,0.00423,0,0.178,0.734,130.039,203519,2019-11-27
426,EXO,The Eve - Live,0.562,0.899,0,-5.604,0.0483,0.0952,0,0.554,0.604,134.958,135023,2019-01-30
427,EXO,Forever - Live,0.563,0.879,5,-4.824,0.0829,0.118,0,0.947,0.239,144.975,234312,2019-01-30
428,EXO,Ko Ko Bop - Live,0.666,0.948,2,-4.452,0.0558,0.0345,5.01e-05,0.76,0.418,145.935,202987,2019-01-30
429,EXO,I See You - Live,0.475,0.599,1,-7.375,0.0412,0.103,0.0337,0.104,0.0377,130.814,203543,2019-01-30
430,EXO,Touch It - Live,0.582,0.967,8,-3.755,0.126,0.206,0,0.389,0.576,110.121,217154,2019-01-30
431,EXO,Chill - Live,0.699,0.946,10,-4.012,0.11,0.36,0,0.859,0.606,119.925,189480,2019-01-30
432,EXO,"For Life - English Version, Live",0.412,0.207,2,-13.454,0.0368,0.916,1.84e-06,0.544,0.278,75.827,184839,2019-01-30
433,EXO,Going Crazy - Live,0.56,0.859,10,-5.087,0.0609,0.367,1.5e-06,0.159,0.385,150.041,257120,2019-01-30
434,EXO,Sweet Lies - Live,0.56,0.735,1,-6.211,0.0466,0.0512,0,0.623,0.186,103.03,236947,2019-01-30
435,EXO,Boomerang - Live,0.708,0.87,0,-4.388,0.0662,0.263,0,0.602,0.624,109.901,177802,2019-01-30
436,EXO,Lotto - Live,0.705,0.911,4,-3.62,0.0351,0.0576,0,0.936,0.592,99.933,192157,2017-10-25
437,EXO,"Ka-CHING! - Korean Version, Live",0.641,0.958,10,-4.363,0.103,0.0726,0,0.862,0.711,146.008,169285,2019-01-30
438,EXO,Sing For You - Live,0.344,0.334,5,-8.939,0.0298,0.869,0,0.132,0.279,149.55,231600,2017-10-25
439,EXO,Playboy - Live,0.431,0.908,1,-4.284,0.147,0.263,0,0.803,0.394,79.901,139360,2017-10-25
440,EXO,Psycho - Live,0.308,0.754,1,-6.713,0.137,0.227,0,0.37,0.426,97.808,148816,2019-01-30
441,EXO,Heaven - Live,0.592,0.934,5,-4.524,0.111,0.183,0,0.229,0.47,91.951,223222,2017-10-25
442,EXO,What U do? - Live,0.423,0.876,3,-4.453,0.156,0.01,0,0.305,0.552,110.6,220479,2019-01-30
443,EXO,Lucky One - Live,0.6,0.894,1,-4.392,0.0993,0.135,0,0.16,0.713,121.019,225163,2019-01-30
444,EXO,Tender Love - Live,0.614,0.956,0,-2.807,0.121,0.203,0,0.893,0.457,118.02,214907,2017-10-25
445,EXO,3.6.5 - Live,0.661,0.923,8,-3.379,0.0556,0.163,0,0.289,0.654,131.015,195800,2017-10-25
446,EXO,Walk On Memories - Live,0.637,0.555,10,-7.318,0.0303,0.786,0,0.722,0.238,113.983,288987,2019-01-30
447,EXO,Moonlight - Live,0.713,0.282,11,-9.696,0.035,0.846,0,0.126,0.675,121.979,105360,2017-10-25
448,EXO,We Young - Live,0.683,0.828,10,-4.8,0.117,0.178,0,0.616,0.55,82.048,225086,2019-01-30
449,EXO,Electric Kiss - Live,0.605,0.987,10,-4.512,0.205,0.216,0,0.878,0.439,101.519,240666,2019-01-30
450,EXO,"Coming Over - Korean Version, Live",0.65,0.991,2,-3.023,0.113,0.0265,0,0.283,0.547,112.004,163570,2019-01-30
451,EXO,"Run This - Korean Version, Live",0.568,0.994,2,-3.375,0.164,0.157,9.72e-06,0.751,0.267,104.999,122290,2019-01-30
452,EXO,"Drop That - Korean Version, Live",0.438,0.994,7,-2.638,0.337,0.0758,0,0.868,0.107,105.072,170761,2019-01-30
453,EXO,Beyond - Live,0.495,0.861,5,-5.166,0.0575,0.0305,9.93e-05,0.676,0.598,160.012,176336,2019-01-30
454,EXO,"Years - Korean Version, Live",0.411,0.877,2,-3.635,0.0652,0.0333,0,0.333,0.247,127.688,103927,2019-01-30
455,EXO,Lucky - Live,0.564,0.933,7,-3.674,0.104,0.0665,0,0.195,0.367,128.022,196527,2017-10-25
456,EXO,Run - Live,0.584,0.918,1,-3.568,0.102,0.192,0,0.423,0.343,129.97,289534,2017-10-25
457,EXO,Universe - Live,0.403,0.435,3,-6.065,0.0352,0.368,0,0.136,0.108,139.409,265480,2019-01-30
458,EXO,Love Shot,0.689,0.678,5,-4.287,0.119,0.0702,0,0.0889,0.335,145.883,200306,2018-12-13
459,EXO,Tempo,0.686,0.842,0,-4.423,0.1,0.237,0,0.0683,0.519,115.944,224483,2018-11-02
460,EXO,Trauma,0.801,0.756,11,-4.696,0.0448,0.12,0,0.0836,0.622,110.988,222010,2018-12-13
461,EXO,Wait,0.477,0.237,4,-10.256,0.0438,0.829,0,0.107,0.362,74.207,248768,2018-12-13
462,EXO,Sign,0.637,0.669,1,-5.289,0.0732,0.0135,0,0.406,0.501,168.117,193853,2018-11-02
463,EXO,Ooh La La La,0.65,0.648,8,-6.016,0.0833,0.238,0,0.111,0.61,165.15,187446,2018-11-02
464,EXO,Gravity,0.693,0.864,1,-3.365,0.0807,0.0711,0,0.0961,0.695,117.961,234634,2018-11-02
465,EXO,24/7,0.762,0.594,0,-5.465,0.0481,0.1,0,0.123,0.337,98.025,243324,2018-11-02
466,EXO,Bad Dream,0.628,0.734,1,-5.342,0.0994,0.206,0,0.145,0.535,129.956,236557,2018-11-02
467,EXO,Damage,0.695,0.783,11,-4.068,0.151,0.192,0,0.0339,0.551,79.972,209866,2018-11-02
468,EXO,Smile On My Face,0.703,0.596,4,-6.603,0.0412,0.4,0,0.0907,0.549,135.057,218533,2018-11-02
469,EXO,Oasis,0.629,0.761,0,-4.69,0.0557,0.0886,0,0.0814,0.605,144.986,194326,2018-11-02
470,EXO,Love Shot - Chinese Version,0.7,0.666,5,-4.25,0.138,0.0797,0,0.0977,0.394,145.906,200306,2018-12-13
471,EXO,Tempo - Chinese Version,0.703,0.831,0,-4.401,0.0929,0.293,0,0.0705,0.574,115.96,224598,2018-11-02
472,EXO,Electric Kiss,0.681,0.964,10,-3.659,0.0892,0.00398,4.25e-05,0.721,0.687,101.538,207507,2018-01-31
473,EXO,Coming Over,0.648,0.981,2,-2.891,0.0769,0.000744,0.0337,0.103,0.8,111.977,202240,2018-01-31
474,EXO,Love Me Right 〜romantic universe〜,0.513,0.877,0,-2.213,0.118,0.00682,0,0.2,0.774,109.343,206240,2018-01-31
475,EXO,LIGHTSABER,0.631,0.865,5,-4.068,0.125,0.0803,0,0.497,0.571,140.034,185960,2018-01-31
476,EXO,TACTIX,0.653,0.934,9,-1.851,0.115,0.0654,0,0.169,0.589,120.001,223533,2018-01-31
477,EXO,Into My World,0.682,0.914,10,-3.118,0.0788,0.127,0,0.125,0.87,128.096,223800,2018-01-31
478,EXO,Lovin' You Mo',0.664,0.911,4,-3.16,0.0384,0.0701,0,0.232,0.5,102.041,224653,2018-01-31
479,EXO,Drop That,0.643,0.965,11,-2.909,0.183,0.0144,0,0.33,0.517,102.014,216040,2018-01-31
480,EXO,Run This,0.668,0.981,1,-2.184,0.162,0.0797,0,0.0372,0.514,105.01,203347,2018-01-31
481,EXO,Cosmic Railway,0.501,0.804,4,-5.206,0.0616,0.0316,0,0.314,0.219,150.02,278573,2018-01-31
482,EXO,MAMA - Live,0.301,0.94,10,-5.246,0.139,0.0192,0.798,0.607,0.118,187.019,137895,2017-10-25
483,EXO,Wolf - Live,0.517,0.916,6,-3.916,0.0877,0.0323,2.13e-06,0.699,0.16,139.99,375755,2017-10-25
484,EXO,White Noise - Live,0.617,0.907,9,-4.683,0.128,0.0397,0,0.516,0.502,104.957,230206,2017-10-25
485,EXO,Thunder - Live,0.592,0.943,11,-3.891,0.114,0.421,0,0.487,0.652,98.059,162562,2017-10-25
486,EXO,Artificial Love - Live,0.553,0.865,1,-4.493,0.232,0.015,0,0.697,0.354,113.94,301452,2017-10-25
487,EXO,My Lady - Live,0.575,0.35,9,-12.882,0.102,0.486,2.78e-05,0.335,0.343,81.123,62882,2017-10-25
488,EXO,Lady Luck - Live,0.412,0.842,2,-4.209,0.0833,0.403,0,0.582,0.44,153.955,215373,2017-10-25
489,EXO,Cloud 9 - Live,0.68,0.881,7,-4.2,0.0868,0.176,0,0.941,0.508,103.026,238680,2017-10-25
490,EXO,Love Me Right - Live,0.527,0.925,0,-2.882,0.0984,0.0106,0,0.565,0.616,109.901,243627,2017-10-25
491,EXO,Girl x Friend - Live,0.311,0.893,0,-4.764,0.323,0.0986,0,0.472,0.272,190.079,219043,2017-10-25
492,EXO,Lightsaber - Live,0.577,0.97,1,-4.056,0.137,0.0463,0,0.457,0.358,139.957,245954,2017-10-25
493,EXO,Together - Live,0.764,0.941,1,-4.337,0.33,0.11,0,0.838,0.401,128.042,159393,2017-10-25
494,EXO,Full Moon - Live,0.687,0.965,7,-3.587,0.228,0.156,0,0.895,0.354,82.515,114960,2017-10-25
495,EXO,Drop That - Live,0.537,0.969,4,-3.092,0.274,0.0855,0,0.45,0.141,101.925,297998,2017-10-25
496,EXO,EXO Keep On Dancing - Live,0.619,0.958,1,-5.075,0.072,0.00479,0.0607,0.339,0.121,122.001,192562,2017-10-25
497,EXO,For Life - Live,0.267,0.366,3,-7.342,0.0311,0.861,0,0.168,0.234,183.907,237634,2017-10-25
498,EXO,The Eve,0.636,0.702,0,-5.352,0.0334,0.0223,0,0.293,0.516,135.104,176026,2017-07-18
499,EXO,Ko Ko Bop,0.749,0.85,0,-4.346,0.0468,0.0319,4.81e-05,0.0678,0.672,145.983,190423,2017-07-18
500,EXO,What U do?,0.526,0.828,6,-3.82,0.143,0.00773,0,0.296,0.663,110.182,221349,2017-07-18
