date,views,difference
2020-01-20,8292303568,7913018
2020-01-21,8299890445,7586877
2020-01-23,8312697706,12807261
2020-01-24,8319313434,6615728
2020-01-25,8325954359,6640925
2020-01-27,8340547009,14592650
2020-01-29,8353193163,12646154
2020-01-31,8365007018,11813855
2020-02-01,8371102958,6095940
2020-02-02,8377241886,6138928
2020-02-03,8384501965,7260079
2020-02-04,8391122390,6620425
2020-02-06,8402393072,11270682
2020-02-09,8421075916,18682844
2020-02-10,8428552765,7476849
2020-02-11,8428552765,0
2020-02-12,8435222569,6669804
2020-02-13,8446656650,11434081
2020-02-16,8464953391,18296741
2020-02-18,8478715202,13761811
2020-02-20,8489501973,10786771
2020-02-21,8494917036,5415063
2020-02-22,8500557010,5639974
2020-02-24,8513445581,12888571
2020-02-25,8520035838,6590257
2020-02-26,8526880721,6844883
2020-02-29,8544960157,18079436
2020-03-02,8558125270,13165113
2020-03-04,8569788621,11663351
2020-03-06,8581192527,11403906
2020-03-07,8586943240,5750713
2020-03-10,8607680808,20737568
2020-03-11,8613342068,5661260
2020-03-13,8631473440,18131372
2020-03-14,8631473440,0
2020-03-15,8638140320,6666880
2020-03-16,8645317935,7177615
2020-03-17,8652117625,6799690
2020-03-18,8658831088,6713463
2020-03-19,8665644479,6813391
2020-03-20,8672500504,6856025
2020-03-21,8680938769,8438265
2020-03-22,8687364407,6425638
2020-03-23,8694756940,7392533
2020-03-24,8708579677,13822737
2020-03-25,8708826580,246903
2020-03-26,8716234504,7407924
2020-03-27,8723401462,7166958
2020-03-31,8753127689,29726227
2020-04-01,8760400476,7272787
2020-04-02,8768052629,7652153
2020-04-03,8775552998,7500369
2020-04-04,8783320049,7767051
2020-04-05,8790980774,7660725
2020-04-06,8792484137,1503363
2020-04-07,8800164058,7679921
2020-04-08,8807916767,7752709
2020-04-09,8814704356,6787589
2020-04-10,8825346177,10641821
2020-04-11,8835597490,10251313
2020-04-12,8838263006,2665516
2020-04-13,8855419284,17156278
2020-04-14,8855419284,0
2020-04-15,8863685437,8266153
2020-04-16,8872244236,8558799
2020-04-17,8881031960,8787724
2020-04-18,8892133539,11101579
2020-04-19,8902135140,10001601
2020-04-20,8911199504,9064364
2020-04-21,8918906397,7706893
2020-04-22,8927948135,9041738
2020-04-23,8936248406,8300271
2020-04-24,8944616448,8368042
2020-04-25,8953180673,8564225
2020-04-26,8961492515,8311842
2020-04-27,8969799029,8306514
2020-04-28,8977278262,7479233
2020-04-29,8985171054,7892792
2020-04-30,8993223959,8052905
2020-05-01,9000900920,7676961
2020-05-02,9009745545,8844625
2020-05-03,9020143162,10397617
2020-05-04,9029175933,9032771
2020-05-05,9038077861,8901928
2020-05-06,9047072594,8994733
2020-05-07,9055943697,8871103
2020-05-08,9064842161,8898464
2020-05-09,9074162961,9320800
2020-05-10,9083499947,9336986
2020-05-11,9092628790,9128843
2020-05-12,9109710177,17081387
2020-05-13,9110047854,337677
2020-05-14,9118734458,8686604
2020-05-15,9127527307,8792849
2020-05-16,9136205844,8678537
2020-05-17,9145001669,8795825
2020-05-18,9154019052,9017383
2020-05-19,9162373858,8354806
2020-05-20,9171295364,8921506
2020-05-21,9179637717,8342353
2020-05-22,9188423612,8785895
2020-05-23,9196814947,8391335
2020-05-24,9206348918,9533971
2020-05-25,9206348918,0
2020-05-26,9223085917,16736999
2020-05-27,9231402438,8316521
2020-05-28,9240052951,8650513
2020-05-29,9248443796,8390845
2020-05-30,9257769656,9325860
2020-05-31,9257769656,0
2020-06-01,9257769656,0
2020-06-02,9286113661,28344005
2020-06-03,9295283141,9169480
2020-06-04,9304220153,8937012
2020-06-05,9313309083,9088930
2020-06-06,9322384757,9075674
2020-06-07,9331592086,9207329
2020-06-08,9340811529,9219443
2020-06-09,9349216506,8404977
2020-06-10,9358053467,8836961
2020-06-11,9367189002,9135535
2020-06-12,9376401754,9212752
2020-06-13,9385828121,9426367
2020-06-14,9395655263,9827142
2020-06-15,9413534152,17878889
2020-06-16,9419030131,5495979
2020-06-17,9429609134,10579003
2020-06-18,9439989220,10380086
2020-06-19,9450788812,10799592
2020-06-20,9519815155,69026343
2020-06-21,9543569172,23754017
2020-06-22,9543569172,0
2020-06-23,9586320801,42751629
2020-06-24,9600866342,14545541
2020-06-25,9601402071,535729
2020-06-26,9627517962,26115891
2020-06-27,9646433917,18915955
2020-06-28,9823630383,177196466
2020-06-29,9823630383,0
2020-06-30,9872270812,48640429
2020-07-03,10003681289,131410477
2020-07-04,10032762634,29081345
2020-07-08,10135188565,102425931
2020-07-09,10135188565,0
2020-07-10,10198885565,63697000
2020-07-11,10225366512,26480947
2020-07-12,10253085792,27719280
2020-07-13,10253085792,0
2020-07-14,10282626862,29541070
2020-07-15,10339487244,56860382
2020-07-16,10363942369,24455125
2020-07-17,10363942369,0
2020-07-18,10409015617,45073248
2020-07-19,10436207142,27191525
2020-07-20,10463388416,27181274
2020-07-21,10463388416,0
2020-07-22,10487668752,24280336
2020-07-23,10509826283,22157531
2020-07-24,10552474708,42648425
2020-07-25,10574953050,22478342
2020-07-26,10598023411,23070361
2020-07-27,10598023411,0
2020-07-28,10622161973,24138562
2020-07-29,10664974027,42812054
2020-07-30,10685882463,20908436
2020-07-31,10685882463,0
