date,listeners,rank
2021-07-27,191090,88
2021-08-02,182083,88
2021-08-03,182083,88
2021-08-04,181645,88
2021-08-05,181145,88
2021-08-06,180945,88
2021-08-07,180945,88
2021-08-08,179898,88
2021-08-09,179058,88
2021-08-10,178179,88
2021-08-11,177306,88
2021-08-12,176268,88
2021-08-13,175063,88
2021-08-14,174136,88
2021-08-15,172541,88
2021-08-16,170875,88
2021-08-17,170875,88
2021-10-03,183482,88
2021-10-04,183936,88
2021-10-05,184383,88
2021-10-06,184761,88
2021-10-07,185014,88
2021-10-08,186096,88
2021-10-09,186927,88
2021-10-10,186784,88
2021-10-11,186843,88
2021-10-12,186893,88
2021-10-13,186463,88
2021-10-14,186046,88
2021-10-15,185314,88
2021-10-16,184991,88
2021-10-17,184991,88
2021-10-18,184485,88
2021-10-19,184546,88
2021-10-20,184294,88
2021-10-21,183891,88
2021-10-22,184096,88
2021-10-23,184000,88
2021-10-24,183731,88
2021-10-25,183674,88
2021-10-26,183300,88
2021-10-27,182924,88
2021-10-28,182116,88
2021-10-29,182434,88
2021-10-30,182597,88
2021-10-31,182539,88
2021-11-01,183409,88
2021-11-02,183838,88
2021-11-03,184017,88
2021-11-04,184106,88
2021-11-05,184220,88
2021-11-06,183728,88
2021-11-07,183221,88
2021-11-08,183774,88
2021-11-09,184025,88
2021-11-10,184270,88
2021-11-11,184360,88
2021-11-12,184597,88
2021-11-13,184661,88
2021-11-14,184447,88
2021-11-15,184098,88
2021-11-16,183718,88
2021-11-18,182647,88
2021-11-19,182848,88
2021-11-22,182700,88
2021-11-25,183247,88
2021-11-28,183995,88
2021-11-30,183520,88
2021-12-01,183690,88
2021-12-02,183866,88
2021-12-03,184117,88
2021-12-04,185006,88
2021-12-05,185439,88
2021-12-07,186873,88
2021-12-08,187429,88
2021-12-09,187459,88
2021-12-10,188085,88
2021-12-12,187604,88
2021-12-13,187864,88
2021-12-15,188371,88
2021-12-16,188554,88
2021-12-17,188554,88
2021-12-18,188338,88
2021-12-19,187934,88
2021-12-20,188467,88
2021-12-21,188869,88
2021-12-22,189656,88
2021-12-23,190144,88
2021-12-24,190599,88
2021-12-25,190910,88
2021-12-26,191129,88
2021-12-27,190160,88
2021-12-28,190169,88
2021-12-29,189809,88
2021-12-30,189352,88
2021-12-31,190220,88
2022-01-01,190220,88
2022-01-02,192559,88
2022-01-03,191004,88
2022-01-04,189776,88
2022-01-05,188665,88
2022-01-06,187668,88
2022-01-07,186856,88
2022-01-08,185847,88
2022-01-10,184057,88
2022-01-11,183116,88
2022-01-13,181612,88
2022-01-14,180793,88
2022-01-15,179834,88
2022-01-16,178684,88
2022-01-17,177160,88
2022-01-18,176040,88
2022-01-19,174640,88
2022-01-20,172966,88
2022-01-21,171632,88
2022-01-22,170093,88
2022-01-23,168418,88
2022-01-24,168157,88
2022-01-25,167025,88
2022-01-26,166083,88
