date,listeners,rank
2020-03-19,341872,132
2020-03-20,343121,132
2020-03-21,343023,132
2020-03-22,342480,132
2020-03-23,341050,132
2020-03-24,339555,132
2020-03-25,339283,132
2020-03-26,339074,132
2020-03-27,338093,132
2020-03-28,337569,132
2020-03-29,336980,132
2020-03-30,335518,132
2020-03-31,334165,132
2020-04-01,333883,132
2020-04-23,291623,132
2020-04-25,289020,132
2020-04-26,286353,132
2020-04-27,284383,132
2020-04-28,282269,132
2020-04-29,280011,132
2020-04-30,277906,132
2020-05-01,275537,132
2020-05-02,272162,132
2020-05-03,277906,132
2020-05-04,277906,132
2020-05-05,267276,132
2020-05-06,267276,132
2020-05-07,267276,132
2020-05-08,267276,132
2020-05-09,267276,132
2020-05-10,261032,132
2020-05-11,261032,132
2020-05-12,261032,132
2020-05-13,261032,132
2020-05-14,261032,132
2020-05-15,255354,132
2020-05-16,253511,132
2020-05-17,255354,132
2020-05-18,255354,132
2020-05-19,255354,132
2020-05-20,253511,132
2020-05-21,248080,132
2020-05-22,248080,132
2020-05-23,248080,132
2020-05-24,248080,132
2020-05-25,244246,132
2020-05-26,244246,132
2020-05-27,244246,132
2020-05-28,244246,132
2020-05-29,244246,132
2020-05-30,251236,132
2020-05-31,251236,132
2020-06-01,251236,132
2020-06-02,251236,132
2020-06-03,251236,132
2020-06-04,342247,132
2020-06-05,342247,132
2020-06-06,342247,132
2020-06-07,342247,132
2020-06-08,342247,132
2020-06-09,428295,132
2020-06-10,428295,132
2020-06-11,428295,132
2020-06-12,428295,132
2020-06-14,469000,132
2020-06-15,469000,132
2020-06-16,469000,132
2020-06-17,469000,132
2020-06-18,469000,132
2020-06-19,509240,132
2020-06-20,509240,132
2020-06-21,509240,132
2020-06-22,509240,132
2020-06-23,537732,132
2020-06-24,544204,132
2020-06-25,544204,132
2020-06-26,544204,132
2020-06-27,544204,132
2020-06-28,544204,132
2020-06-29,570822,132
2020-06-30,585191,132
2020-07-01,597991,132
2020-07-02,597991,132
2020-07-03,597991,132
2020-07-04,597991,132
2020-07-05,597991,132
2020-07-06,650328,132
2020-07-07,650328,132
2020-07-08,650328,132
2020-07-09,650328,132
2020-07-10,650328,132
2020-07-11,695298,132
2020-07-12,695298,132
2020-07-13,695298,132
2020-07-14,695298,132
2020-07-15,695298,132
2020-07-16,735741,132
2020-07-17,735741,132
2020-07-18,735741,132
2020-07-19,735741,132
2020-07-20,735741,132
2020-07-21,780086,132
2020-07-22,780086,132
2020-07-23,780086,132
2020-07-24,780086,132
2020-07-25,780086,132
2020-07-26,830687,132
2020-07-27,830687,132
2020-07-28,830687,132
2020-07-29,830687,132
2020-07-30,822328,132
2020-07-31,822328,132
2020-08-01,822328,132
2020-08-02,822328,132
2020-08-03,822328,132
2020-08-04,801401,132
2020-08-05,801401,132
2020-08-06,801401,132
2020-08-07,788654,132
2020-08-08,788654,132
2020-08-09,788654,132
2020-08-10,788654,132
2020-08-11,788654,132
2020-08-12,765502,132
2020-08-13,765502,132
2020-08-14,765502,132
2020-08-15,765502,132
2020-08-16,751505,132
2020-08-17,747127,132
2020-08-18,742417,132
2020-08-19,736111,132
2020-08-20,736111,132
2020-08-21,729650,132
2020-08-22,729650,132
2020-08-23,729650,132
2020-08-24,715195,132
2020-08-25,715195,132
2020-08-26,715195,132
2020-08-27,715195,132
2020-08-28,700492,132
2020-08-29,697564,132
2020-08-30,716060,132
2020-08-31,730699,132
2020-09-01,741869,132
2020-09-02,754012,132
2020-09-03,763713,132
2020-09-04,772462,132
2020-09-05,781875,132
2020-09-06,781875,132
2020-09-07,800231,132
2020-09-08,807819,132
2020-09-09,815033,132
2020-09-10,822478,132
2020-09-11,822478,132
2020-09-12,836958,132
2020-09-13,842621,132
2020-09-14,850893,132
2020-09-15,858585,132
2020-09-16,858585,132
2020-09-17,858585,132
2020-09-18,858585,132
2020-09-19,858585,132
2020-09-20,892366,132
2020-09-21,898944,132
2020-09-22,898944,132
2020-09-23,898944,132
2020-09-24,898944,132
2020-09-25,898944,132
2020-09-26,928058,132
2020-09-27,928058,132
2020-09-28,916677,132
2020-09-29,911068,132
2020-09-30,911068,132
