date,listeners,rank
2020-05-17,110173,509
2020-05-18,110173,509
2020-05-19,110173,509
2020-05-20,109813,509
2020-05-21,108550,509
2020-05-22,108550,509
2020-05-23,108550,509
2020-05-24,108550,509
2020-05-25,105192,509
2020-05-26,105192,509
2020-05-27,105192,509
2020-05-28,105192,509
2020-05-29,105192,509
2020-05-30,110199,509
2020-05-31,110199,509
2020-06-01,110199,509
2020-06-02,110199,509
2020-06-03,110199,509
2020-06-04,141417,509
2020-06-05,141417,509
2020-06-06,141417,509
2020-06-07,141417,509
2020-06-08,141417,509
2020-06-09,155196,509
2020-06-10,155196,509
2020-06-11,155196,509
2020-06-12,155196,509
2020-06-14,162877,509
2020-06-15,162877,509
2020-06-16,162877,509
2020-06-17,162877,509
2020-06-18,162877,509
2020-06-19,171104,509
2020-06-20,171104,509
2020-06-21,171104,509
2020-06-22,171104,509
2020-06-23,178030,509
2020-06-24,179286,509
2020-06-25,179286,509
2020-06-26,179286,509
2020-06-27,179286,509
2020-06-28,179286,509
2020-06-29,178677,509
2020-06-30,177248,509
2020-07-01,177730,509
2020-07-02,177730,509
2020-07-03,177730,509
2020-07-04,177730,509
2020-07-05,177730,509
2020-07-06,192725,509
2020-07-07,192725,509
2020-07-08,192725,509
2020-07-09,192725,509
2020-07-10,192725,509
2020-07-11,211926,509
2020-07-12,211926,509
2020-07-13,211926,509
2020-07-14,211926,509
2020-07-15,211926,509
2020-07-16,228497,509
2020-07-17,228497,509
2020-07-18,228497,509
2020-07-19,228497,509
2020-07-20,228497,509
2020-07-21,240984,509
2020-07-22,240984,509
2020-07-23,240984,509
2020-07-24,240984,509
2020-07-25,240984,509
2020-07-26,252230,509
2020-07-27,252230,509
2020-07-28,252230,509
2020-07-29,252230,509
2020-07-30,254453,509
2020-07-31,254453,509
2020-08-01,254453,509
2020-08-02,254453,509
2020-08-03,254453,509
2020-08-04,243242,509
2020-08-05,243242,509
2020-08-06,243242,509
2020-08-07,233642,509
2020-08-08,233642,509
2020-08-09,233642,509
2020-08-10,233642,509
2020-08-11,233642,509
2020-08-12,218304,509
2020-08-13,218304,509
2020-08-14,218304,509
2020-08-15,218304,509
2020-08-16,209055,509
2020-08-17,207178,509
2020-08-18,205395,509
2020-08-19,203328,509
2020-08-20,203328,509
2020-08-21,201542,509
2020-08-22,201542,509
2020-08-23,201542,509
2020-08-24,193759,509
2020-08-25,193759,509
2020-08-26,193759,509
2020-08-27,193759,509
2020-08-28,181823,509
2020-08-29,181964,509
2020-08-30,187738,509
2020-08-31,191812,509
2020-09-01,194638,509
2020-09-02,197833,509
2020-09-03,200667,509
2020-09-04,204133,509
2020-09-05,207299,509
2020-09-06,207299,509
2020-09-07,213244,509
2020-09-08,215672,509
2020-09-09,217970,509
2020-09-10,219825,509
2020-09-11,219825,509
2020-09-12,224212,509
2020-09-13,226316,509
2020-09-14,228342,509
2020-09-15,229870,509
2020-09-16,229870,509
2020-09-17,229870,509
2020-09-18,229870,509
2020-09-19,229870,509
2020-09-20,239500,509
2020-09-21,240103,509
2020-09-22,240103,509
2020-09-23,240103,509
2020-09-24,240103,509
2020-09-25,240103,509
2020-09-26,248098,509
2020-09-27,248098,509
2020-09-28,245372,509
2020-09-29,244758,509
2020-09-30,244758,509
2020-10-01,244758,509
2020-10-02,244758,509
2020-10-03,244758,509
2020-10-04,244758,509
2020-10-05,247369,509
2020-10-06,247369,509
2020-10-07,247369,509
2020-10-08,247369,509
2020-10-09,247369,509
2020-10-10,255647,509
2020-10-11,255647,509
2020-10-12,255647,509
2020-10-13,255647,509
2020-10-14,255647,509
2020-10-15,259916,509
2020-10-16,259916,509
2020-10-17,259916,509
2020-10-18,259916,509
2020-10-19,259916,509
2020-10-20,266183,509
2020-10-21,267513,509
2020-10-22,267513,509
2020-10-23,267513,509
2020-10-24,267513,509
2020-10-25,267513,509
2020-10-26,275201,509
2020-10-27,275201,509
2020-10-28,275201,509
2020-10-29,275201,509
2020-10-30,275201,509
2020-10-31,280233,509
2020-11-01,280233,509
2020-11-02,280233,509
2020-11-03,280233,509
2020-11-04,280233,509
2020-11-05,273408,509
2020-11-06,273408,509
2020-11-07,273408,509
2020-11-08,273408,509
2020-11-09,273408,509
2020-11-10,270562,509
2020-11-11,270562,509
2020-11-12,270562,509
2020-11-13,270562,509
2020-11-14,270562,509
2020-11-15,267650,509
2020-11-16,267650,509
2020-11-17,267650,509
2020-11-18,267650,509
2020-11-19,267650,509
2020-11-20,263779,509
2020-11-21,263779,509
2020-11-22,263779,509
2020-11-23,263779,509
2020-11-24,263779,509
2020-11-25,260290,509
2020-11-26,260290,509
2020-11-27,260290,509
2020-11-28,260290,509
2020-11-29,260290,509
2020-11-30,255534,509
2020-12-01,255534,509
2020-12-02,255127,509
2020-12-03,255127,509
2020-12-04,255127,509
2020-12-05,255127,509
2020-12-06,255127,509
2020-12-07,255127,509
2020-12-08,252927,509
2020-12-09,252927,509
2020-12-10,252927,509
2020-12-11,252927,509
2020-12-12,252927,509
2020-12-13,251615,509
2020-12-14,251615,509
2020-12-15,251615,509
2020-12-16,248095,509
2020-12-17,248095,509
2020-12-18,248095,509
2020-12-19,248095,509
2020-12-20,248095,509
2020-12-21,246094,509
2020-12-23,246094,509
2020-12-24,246094,509
2020-12-25,246094,509
2020-12-26,245914,509
2020-12-28,245914,509
2020-12-29,245914,509
2020-12-30,245914,509
2020-12-31,243529,509
2021-01-01,243529,509
2021-01-02,243529,509
2021-01-03,243529,509
2021-01-04,243529,509
2021-01-06,239276,509
2021-01-07,239276,509
2021-01-08,239276,509
2021-01-09,239276,509
2021-01-10,239510,509
2021-01-11,239510,509
2021-01-12,239510,509
2021-01-13,239801,509
2021-01-14,239801,509
2021-01-15,239801,509
2021-01-16,239801,509
2021-01-17,239801,509
2021-01-18,242029,509
2021-01-19,242029,509
2021-01-20,242029,509
2021-01-21,242029,509
2021-01-22,241523,509
2021-01-23,241523,509
2021-01-24,241523,509
2021-01-25,241523,509
2021-01-26,241523,509
2021-01-27,243037,509
2021-01-28,243037,509
2021-01-29,243037,509
2021-01-30,243037,509
2021-01-31,243037,509
2021-02-01,242391,509
2021-02-02,242391,509
2021-02-03,242391,509
2021-02-04,242391,509
2021-02-05,242391,509
2021-02-06,241800,509
2021-02-07,241800,509
2021-02-08,241800,509
2021-02-09,241800,509
2021-02-10,241815,509
2021-02-11,241590,509
2021-02-12,240965,509
2021-02-13,240941,509
2021-02-14,240941,509
2021-02-15,240712,509
2021-02-16,240521,509
2021-02-18,239858,509
2021-02-19,239408,509
2021-02-20,239259,509
2021-02-21,239015,509
2021-02-22,238847,509
2021-02-23,238698,509
2021-02-24,238617,509
2021-02-25,238341,509
2021-02-26,237958,509
2021-02-27,237802,509
2021-02-28,237636,509
2021-03-01,238171,509
2021-03-02,238779,509
2021-03-03,238613,509
2021-03-04,237981,509
2021-03-05,237549,509
2021-07-23,191674,509
2021-07-24,191674,509
2021-07-25,192232,509
2021-07-26,192232,509
2021-07-27,192415,509
2021-07-28,192621,509
