date,followers,difference
2020-05-16,23243116,7145
2020-05-17,23264878,21762
2020-05-18,23277275,12397
2020-05-19,23290908,13633
2020-05-20,23302472,11564
2020-05-21,23337476,35004
2020-05-22,23337476,0
2020-05-23,23352972,15496
2020-05-24,23368539,15567
2020-05-25,23384745,16206
2020-05-26,23415560,30815
2020-05-27,23415560,0
2020-05-28,23431739,16179
2020-05-29,23440885,9146
2020-05-30,23489007,48122
2020-05-31,23508248,19241
2020-06-01,23540814,32566
2020-06-02,23556816,16002
2020-06-03,23561510,4694
2020-06-04,23577152,15642
2020-06-05,23590841,13689
2020-06-06,23609098,18257
2020-06-07,23618104,9006
2020-06-08,23635104,17000
2020-06-09,23645822,10718
2020-06-10,23675381,29559
2020-06-11,23691824,16443
2020-06-12,23709608,17784
2020-06-13,23725212,15604
2020-06-14,23740526,15314
2020-06-15,23770725,30199
2020-06-16,23799286,28561
2020-06-17,23981568,182282
2020-06-18,24039373,57805
2020-06-19,24126074,86701
2020-06-20,24138192,12118
2020-06-21,24138192,0
2020-06-22,24138192,0
2020-06-23,24138192,0
2020-06-24,24402391,264199
2020-06-25,24434889,32498
2020-06-26,24496515,61626
2020-06-27,24621314,124799
2020-06-28,24679544,58230
2020-06-29,24794075,114531
2020-06-30,24894753,100678
2020-07-01,24945911,51158
2020-07-02,24988291,42380
2020-07-03,25056121,67830
2020-07-04,25117580,61459
2020-07-05,25178627,61047
2020-07-06,25252590,73963
2020-07-07,25303796,51206
2020-07-08,25361829,58033
2020-07-09,25420608,58779
2020-07-10,25495481,74873
2020-07-11,25531429,35948
2020-07-12,25583107,51678
2020-07-13,25683495,100388
2020-07-14,25691282,7787
2020-07-15,25773283,82001
2020-07-16,25842159,68876
2020-07-17,25851294,9135
2020-07-18,25899599,48305
2020-07-19,25987793,88194
2020-07-20,26038672,50879
2020-07-21,26038672,0
2020-07-22,26140725,102053
2020-07-23,26140725,0
2020-07-24,26187563,46838
2020-07-25,26300485,112922
2020-07-26,26341875,41390
2020-07-27,26387926,46051
2020-07-28,26426993,39067
2020-07-29,26475937,48944
