date,likes,difference
2021-05-16,16279195,9832
2021-05-17,16288231,9036
2021-05-18,16296154,7923
2021-05-19,16303228,7074
2021-05-20,16307745,4517
2021-05-21,16315595,7850
2021-05-22,16324092,8497
2021-05-23,16333724,9632
2021-05-24,16341053,7329
2021-05-25,16347538,6485
2021-05-26,16353252,5714
2021-05-27,16357377,4125
2021-05-28,16364487,7110
2021-05-29,16371805,7318
2021-05-30,16380432,8627
2021-05-31,16388491,8059
2021-06-01,16394838,6347
2021-06-02,16400896,6058
2021-06-03,16410131,9235
2021-06-04,16413430,3299
2021-06-05,16420617,7187
2021-06-06,16428226,7609
2021-06-07,16435612,7386
2021-06-08,16442145,6533
2021-06-09,16449752,7607
2021-06-10,16457138,7386
2021-06-11,16464934,7796
2021-06-12,16471981,7047
2021-06-13,16477081,5100
2021-06-14,16482625,5544
2021-06-15,16488578,5953
2021-06-16,16495372,6794
2021-06-17,16500700,5328
2021-06-18,16507065,6365
2021-06-19,16513348,6283
2021-06-20,16519903,6555
2021-06-21,16525872,5969
2021-06-22,16533451,7579
2021-06-23,16539060,5609
2021-06-24,16547431,8371
2021-06-25,16553542,6111
2021-06-26,16560725,7183
2021-06-27,16567494,6769
2021-06-28,16572781,5287
2021-06-29,16578989,6208
2021-06-30,16585675,6686
2021-07-01,16592843,7168
2021-07-02,16600464,7621
2021-07-03,16607398,6934
2021-07-04,16614155,6757
2021-07-05,16620956,6801
2021-07-06,16627058,6102
2021-07-07,16632538,5480
2021-07-08,16638126,5588
2021-07-09,16644084,5958
2021-07-10,16650509,6425
2021-07-11,16635704,-14805
2021-07-12,16643871,8167
2021-07-13,16654118,10247
2021-07-14,16660857,6739
2021-07-15,16668855,7998
2021-07-16,16675399,6544
2021-07-17,16682469,7070
2021-07-18,16688808,6339
2021-07-19,16694674,5866
2021-07-20,16701305,6631
2021-07-21,16706865,5560
2021-07-22,16712539,5674
2021-07-23,16719588,7049
2021-07-24,16725803,6215
2021-07-25,16732894,7091
2021-07-26,16739364,6470
2021-07-27,16745979,6615
2021-07-28,16753253,7274
2021-07-29,16760841,7588
2021-07-30,16767384,6543
2021-07-31,16774657,7273
2021-08-01,16780681,6024
2021-08-02,16787053,6372
2021-08-03,16793061,6008
2021-08-04,16800311,7250
2021-08-05,16808576,8265
2021-08-06,16816232,7656
2021-08-07,16823409,7177
2021-08-08,16833859,10450
2021-08-09,16843108,9249
2021-08-10,16850422,7314
2021-08-11,16857684,7262
2021-08-12,16864419,6735
2021-08-13,16871069,6650
2021-08-14,16877278,6209
2021-08-15,16882995,5717
2021-08-16,16889751,6756
2021-08-17,16896011,6260
2021-08-18,16900029,4018
2021-08-19,16909795,9766
2021-08-20,16919457,9662
2021-08-21,16928070,8613
2021-08-22,16936132,8062
2021-08-23,16960049,23917
2021-08-24,16980001,19952
2021-08-25,16990685,10684
2021-08-26,17020040,29355
2021-08-27,17043346,23306
2021-08-28,17057655,14309
2021-08-29,17068839,11184
2021-08-30,17082973,14134
2021-08-31,17093964,10991
2021-09-01,17103984,10020
2021-09-02,17115012,11028
2021-09-03,17126594,11582
2021-09-04,17134726,8132
2021-09-05,17142800,8074
2021-09-06,17151403,8603
2021-09-07,17158936,7533
2021-09-08,17170362,11426
2021-09-09,17180305,9943
2021-09-10,17192662,12357
2021-09-11,17220459,27797
2021-09-12,17235503,15044
2021-09-13,17256667,21164
2021-09-14,17279228,22561
2021-09-15,17295030,15802
2021-09-16,17307244,12214
2021-09-17,17322877,15633
2021-09-18,17340109,17232
2021-09-19,17354289,14180
2021-09-20,17365013,10724
2021-09-21,17372950,7937
2021-09-22,17380527,7577
2021-09-23,17389216,8689
2021-09-24,17403554,14338
2021-09-25,17426048,22494
2021-09-26,17444088,18040
2021-09-27,17457783,13695
2021-09-28,17466175,8392
2021-09-29,17473037,6862
2021-09-30,17479643,6606
2021-10-01,17485190,5547
2021-10-02,17490856,5666
2021-10-03,17496710,5854
2021-10-04,17502409,5699
2021-10-06,17513378,10969
2021-10-07,17517518,4140
2021-10-08,17522494,4976
2021-10-09,17529075,6581
2021-10-10,17535599,6524
2021-10-11,17541149,5550
2021-10-12,17546455,5306
2021-10-13,17551230,4775
2021-10-14,17556025,4795
2021-10-15,17561209,5184
2021-10-16,17567006,5797
2021-10-17,17572718,5712
2021-10-18,17577530,4812
2021-10-20,17585901,8371
2021-10-21,17590551,4650
2021-10-22,17594534,3983
2021-10-23,17598806,4272
2021-10-24,17604501,5695
2021-10-25,17608977,4476
2021-10-26,17614210,5233
2021-10-28,17624464,10254
2021-10-29,17629818,5354
2021-10-30,17634676,4858
2021-10-31,17639067,4391
2021-11-01,17645278,6211
2021-11-02,17650871,5593
2021-11-03,17655391,4520
2021-11-04,17659813,4422
2021-11-05,17664348,4535
2021-11-06,17668790,4442
2021-11-07,17673083,4293
2021-11-08,17677682,4599
2021-11-09,17681576,3894
2021-11-10,17685529,3953
2021-11-11,17690535,5006
2021-11-12,17695425,4890
2021-11-13,17702075,6650
2021-11-14,17707517,5442
2021-11-15,17712307,4790
2021-11-16,17716688,4381
2021-11-17,17720440,3752
2021-11-18,17724057,3617
2021-11-19,17728827,4770
2021-11-20,17733220,4393
2021-11-21,17736616,3396
2021-11-22,17739797,3181
2021-11-25,17752547,12750
2021-11-27,17764068,11521
2021-11-29,17768017,3949
2021-11-30,17772089,4072
2021-12-01,17776105,4016
2021-12-03,17781789,5684
2021-12-05,17787081,5292
2021-12-06,17789488,2407
2021-12-15,17814116,24628
2021-12-16,17814860,744
2022-01-14,17874031,59171
2022-01-23,17905029,30998
