date,followerstolistenersratio,followerstolistenersratiodifference
2020-01-28,116.91,0.45000000000000284
2020-01-30,118.81,1.9000000000000057
2020-01-31,119.05,0.23999999999999488
2020-02-01,119.29,0.2400000000000091
2020-02-03,119.57,0.2799999999999869
2020-02-04,119.75,0.18000000000000682
2020-02-05,120.03,0.28000000000000114
2020-02-06,120.29,0.2600000000000051
2020-02-07,120.49,0.19999999999998863
2020-02-08,120.65,0.1600000000000108
2020-02-09,121.01,0.35999999999999943
2020-02-10,121.28,0.269999999999996
2020-02-12,121.77,0.4899999999999949
2020-02-13,121.97,0.20000000000000284
2020-02-14,122.14,0.1700000000000017
2020-02-15,122.21,0.06999999999999318
2020-02-16,122.41,0.20000000000000284
2020-02-17,122.56,0.15000000000000568
2020-02-18,122.89,0.3299999999999983
2020-02-19,122.96,0.06999999999999318
2020-02-20,123.17,0.21000000000000796
2020-02-21,123.23,0.060000000000002274
2020-02-22,123.44,0.20999999999999375
2020-02-23,123.66,0.21999999999999886
2020-02-24,123.79,0.13000000000000966
2020-02-25,123.90,0.10999999999999943
2020-02-26,124.00,0.09999999999999432
2020-02-27,124.21,0.20999999999999375
2020-02-28,124.54,0.3300000000000125
2020-02-29,124.86,0.3199999999999932
2020-03-01,125.33,0.46999999999999886
2020-03-02,125.76,0.4300000000000068
2020-03-03,126.13,0.36999999999999034
2020-03-04,126.37,0.2400000000000091
2020-03-05,126.63,0.2599999999999909
2020-03-06,126.91,0.28000000000000114
2020-03-08,127.23,0.3200000000000074
2020-03-09,127.26,0.030000000000001137
2020-03-10,127.37,0.10999999999999943
2020-03-11,127.43,0.060000000000002274
2020-03-13,127.86,0.4299999999999926
2020-03-14,128.25,0.39000000000000057
2020-03-15,128.71,0.46000000000000796
2020-03-16,129.03,0.3199999999999932
2020-03-17,129.33,0.30000000000001137
2020-03-18,129.55,0.21999999999999886
2020-03-19,129.80,0.25
2020-03-20,129.95,0.14999999999997726
2020-03-21,130.13,0.18000000000000682
2020-03-22,130.46,0.3300000000000125
2020-03-23,130.80,0.3400000000000034
2020-03-24,131.02,0.21999999999999886
2020-03-25,131.08,0.060000000000002274
2020-03-26,131.12,0.03999999999999204
2020-03-27,131.11,-0.009999999999990905
2020-03-28,131.01,-0.10000000000002274
2020-03-29,130.99,-0.01999999999998181
2020-03-30,131.18,0.18999999999999773
2020-03-31,131.45,0.2699999999999818
2020-04-01,131.47,0.020000000000010232
2020-04-02,131.57,0.09999999999999432
2020-04-03,131.78,0.21000000000000796
2020-04-04,132.13,0.3499999999999943
2020-04-05,132.75,0.6200000000000045
2020-04-06,133.49,0.7400000000000091
2020-04-07,134.15,0.6599999999999966
2020-04-08,134.62,0.46999999999999886
2020-04-09,135.05,0.4300000000000068
2020-04-10,135.68,0.6299999999999955
2020-04-11,136.31,0.6299999999999955
2020-04-12,137.06,0.75
2020-04-13,137.70,0.6399999999999864
2020-04-14,138.27,0.5700000000000216
2020-04-15,138.69,0.4199999999999875
2020-04-16,139.29,0.5999999999999943
2020-04-17,139.91,0.6200000000000045
2020-04-18,140.52,0.6100000000000136
2020-04-19,141.02,0.5
2020-04-20,141.59,0.5699999999999932
2020-04-21,142.13,0.539999999999992
2020-04-23,143.21,1.0800000000000125
2020-04-25,144.06,0.8499999999999943
2020-04-26,144.67,0.6099999999999852
2020-04-27,145.18,0.5100000000000193
2020-04-28,145.74,0.5600000000000023
2020-04-29,146.37,0.6299999999999955
2020-04-30,146.95,0.5799999999999841
2020-05-01,147.25,0.30000000000001137
2020-05-02,146.82,-0.4300000000000068
2020-05-03,146.95,0.12999999999999545
2020-05-04,146.95,0
2020-05-05,147.96,1.0100000000000193
2020-05-06,147.96,0
2020-05-07,147.96,0
2020-05-08,147.96,0
2020-05-09,147.96,0
2020-05-10,149.11,1.1500000000000057
2020-05-11,149.11,0
2020-05-12,149.11,0
2020-05-13,149.11,0
2020-05-14,149.11,0
2020-05-15,150.18,1.0699999999999932
2020-05-16,150.53,0.3499999999999943
2020-05-17,150.18,-0.3499999999999943
2020-05-18,150.18,0
2020-05-19,150.18,0
2020-05-20,150.53,0.3499999999999943
2020-05-21,150.79,0.2599999999999909
2020-05-22,150.79,0
2020-05-23,150.79,0
2020-05-24,150.79,0
2020-05-25,152.37,1.5800000000000125
2020-05-26,152.37,0
2020-05-27,152.37,0
2020-05-28,152.37,0
2020-05-29,152.37,0
